Title,Topic,Timestamp,Link
کیا نپولین بوناپارٹ اور ان کی پہلی بیوی جوزفین کے درمیان واقعی محبت تھی؟,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/crgp92p9733o
مولا جٹ کی طرح گنڈاسا اٹھانے والے ’ارجن ویلی‘ جن کا ذکر رنبیر کی نئی فلم ’اینیمل‘ میں ہوا,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cv2z7vp2epxo
مونا لیزا کی مسکراہٹ کے پیچھے سائنس یا راز کیا ہے؟,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/c729ye0vvd9o
’اینیمل‘: رنبیر کپور کی سیکس، تشدد اور متنازع ڈائیلاگ سے بھرپور فلم جسے تنقید کا سامنا ہے,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cj5pg51d814o
مکی ماؤس: وہ چوہا جو والٹ ڈزنی کو تباہی سے نکال کر شہرت کی بلندیوں تک لے گیا,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/clmpe52xx8go
بالی وڈ اداکاروں کے ساتھ نظر آنے والے ’اوری‘ جن کے ساتھ تصویر لینے کے لیے لوگ لاکھوں روپے ادا کرتے ہیں,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cw42j00gnl2o
بالی وڈ کے ریپر بادشاہ ’ایک پرسکون ہفتے کے لیے شہرت کا ایک سال چھوڑنے کو تیار‘,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/c9739d8g119o
’اسرائیل مخالف‘ سوشل میڈیا پوسٹس پر ہالی وڈ اداکار برطرف: ’میرے لیے خاموشی آپشن نہیں‘,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cxr1gnq43ydo
’اِس وقت ایک نوکر پورے پاکستان کا ہیرو ہے‘: ڈرامہ ’نمک حرام‘ کے اداکار عمران اشرف سے گفتگو,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/c3g2n49709ro
ٹائیگر 3: دیوالی پر ریلیز ہونے والی ’کامیاب ترین فلم‘ جو 400 کروڑ سے زیادہ کا بزنس کر چکی ہے,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cy920ylgykdo
جابر آمر یا اصلاح پسند بادشاہ: یورپ پر راج کرنے والے نپولین کا ہٹلر سے موازنہ کرنے پر فرانسیسی سیخ پا کیوں ہوئے؟,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cq5py5ny5g8o
